Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,6,2,1.389999986,18.57999992,Late delivery,1,35,Golf Gloves,Englewood,EE. UU.,XXXXXXXXX,Kenneth,8644,Smith,XXXXXXXXX,Corporate,CO,923 Little Bend,80110,6,Outdoors,39.6549263,-104.9978943,Pacific Asia,Samarinda,Indonesia,8644,2/11/2016 21:30,27875,775,1.399999976,0.07,69778,9.989999771,0.079999998,2,19.97999954,18.57999992,1.389999986,Southeast Asia,Kalimantan Oriental,COMPLETE,NA,775,35,NA,http://images.acmesports.sports/Clicgear+8.0+Shoe+Brush,Clicgear 8.0 Shoe Brush,9.989999771,0,2/17/2016 21:30,Second Class
DEBIT,2,1,33.40999985,383.980011,Late delivery,1,45,Fishing,Chicago,EE. UU.,XXXXXXXXX,Jacob,1480,Ayers,XXXXXXXXX,Consumer,IL,4174 Pleasant Mountain Acres,60619,7,Fan Shop,41.90987396,-87.73109436,LATAM,San Salvador,El Salvador,1480,3/27/2015 17:13,5873,1004,16,0.039999999,14607,399.980011,0.090000004,1,399.980011,383.980011,33.40999985,Central America,San Salvador,COMPLETE,NA,1004,45,NA,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,3/29/2015 17:13,First Class
DEBIT,1,0,20.8199997,116.9899979,Late delivery,1,18,Men's Footwear,Roseville,EE. UU.,XXXXXXXXX,Harold,4040,Hart,XXXXXXXXX,Corporate,MI,6286 Gentle Rise Common,48066,4,Apparel,42.51826477,-82.93955231,USCA,Lawton,Estados Unidos,4040,7/29/2016 17:56,39442,403,13,0.100000001,98476,129.9900055,0.180000007,1,129.9900055,116.9899979,20.8199997,US Center,Oklahoma,COMPLETE,73505,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,7/30/2016 5:56,Same Day
DEBIT,3,2,138.2299957,383.980011,Late delivery,1,45,Fishing,Riverside,EE. UU.,XXXXXXXXX,Jack,4825,Boyle,XXXXXXXXX,Corporate,CA,1124 Silent Pine Harbour,92503,7,Fan Shop,33.94258881,-117.4573898,Europe,Doetinchem,Países Bajos,4825,10/13/2015 21:50,19587,1004,16,0.039999999,48969,399.980011,0.360000014,1,399.980011,383.980011,138.2299957,Western Europe,Güeldres,COMPLETE,NA,1004,45,NA,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,10/16/2015 21:50,Second Class
DEBIT,4,4,195.9900055,399.980011,Shipping on time,0,45,Fishing,Dallas,EE. UU.,XXXXXXXXX,Mary,9018,Smith,XXXXXXXXX,Consumer,TX,6501 Emerald Crest,75240,7,Fan Shop,32.93148804,-96.81433868,USCA,San Francisco,Estados Unidos,9018,6/11/2016 10:38,36133,1004,0,0,90246,399.980011,0.49000001,1,399.980011,399.980011,195.9900055,West of USA,California,COMPLETE,94110,1004,45,NA,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,6/15/2016 10:38,Standard Class
DEBIT,5,2,11.34000015,179.9900055,Late delivery,1,48,Water Sports,Medina,EE. UU.,XXXXXXXXX,Margaret,10237,Davis,XXXXXXXXX,Consumer,OH,8333 Stony Via,44256,7,Fan Shop,41.09885407,-81.98916626,USCA,Lake Forest,Estados Unidos,10237,7/25/2016 18:17,39169,1073,20,0.100000001,97773,199.9900055,0.059999999,1,199.9900055,179.9900055,11.34000015,West of USA,California,COMPLETE,92630,1073,48,NA,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,7/30/2016 18:17,Second Class
DEBIT,5,4,-74.98999786,374.9599915,Late delivery,1,9,Cardio Equipment,Saint Paul,EE. UU.,XXXXXXXXX,Mary,1930,Hooper,XXXXXXXXX,Consumer,MN,8189 Clear Isle,55104,3,Footwear,44.96070862,-93.16983795,USCA,Houston,Estados Unidos,1930,8/21/2016 16:40,41014,191,124.9899979,0.25,102377,99.98999786,-0.200000003,5,499.9500122,374.9599915,-74.98999786,US Center,Texas,COMPLETE,77041,191,9,NA,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/26/2016 16:40,Standard Class
DEBIT,5,4,53.54999924,119,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Mary,5660,Maldonado,XXXXXXXXX,Corporate,PR,8984 Dewy Arbor,725,6,Outdoors,18.26923561,-66.37052155,LATAM,Fort-de-France,Martinica,5660,3/7/2015 14:05,4494,828,8.960000038,0.07,11246,31.98999977,0.449999988,4,127.9599991,119,53.54999924,Caribbean,Martinica,COMPLETE,NA,828,37,NA,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+San+Diego+Chargers...,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,3/12/2015 14:05,Standard Class
DEBIT,2,1,57.33000183,116.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Howard,4977,Hayes,XXXXXXXXX,Consumer,PR,7199 Tawny Close,725,4,Apparel,18.23690224,-66.37052155,USCA,Great Falls,Estados Unidos,4977,8/1/2016 20:12,39654,403,13,0.100000001,98964,129.9900055,0.49000001,1,129.9900055,116.9899979,57.33000183,West of USA,Montana,COMPLETE,59405,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,8/3/2016 20:12,First Class
DEBIT,5,4,54.90999985,114.3899994,Late delivery,1,18,Men's Footwear,Modesto,EE. UU.,XXXXXXXXX,Patricia,10210,Wilkins,XXXXXXXXX,Home Office,CA,6548 Emerald Diversion,95350,4,Apparel,37.68267441,-121.0301971,Pacific Asia,Chigasaki,Japón,10210,10/27/2015 5:21,20499,403,15.600000380000001,0.119999997,51170,129.9900055,0.479999989,1,129.9900055,114.3899994,54.90999985,Eastern Asia,Kanagawa,COMPLETE,NA,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/1/2015 5:21,Standard Class
DEBIT,6,4,66.93000031,145.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Emily,9954,Smith,XXXXXXXXX,Consumer,PR,1605 Fallen Abbey,725,5,Golf,18.25463295,-66.37054443,Europe,Ufa,Rusia,9954,10/5/2016 12:35,44085,502,4.5,0.029999999,110109,50,0.460000008,3,150,145.5,66.93000031,Eastern Europe,Bashkortostán,COMPLETE,NA,502,24,NA,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,10/11/2016 12:35,Standard Class
DEBIT,2,1,18.450000760000002,245.9799957,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Joseph,1951,Hutchinson,XXXXXXXXX,Consumer,PR,4742 Gentle Beach,725,7,Fan Shop,18.27943611,-66.37055969,Pacific Asia,Gaziantep,Turquía,1951,1/2/2017 17:11,50195,957,54,0.180000007,125459,299.980011,0.079999998,1,299.980011,245.9799957,18.450000760000002,West Asia,Gaziantep,COMPLETE,NA,957,43,NA,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/4/2017 17:11,First Class
DEBIT,1,0,24,48,Late delivery,1,24,Women's Apparel,Tampa,EE. UU.,XXXXXXXXX,Arthur,4931,Smith,XXXXXXXXX,Consumer,FL,347 Cozy Round,33624,5,Golf,28.08034515,-80.56951141,Europe,Villeurbanne,Francia,4931,8/15/2017 18:48,65613,502,2,0.039999999,163974,50,0.5,1,50,48,24,Western Europe,Auvernia-Ródano-Alpes,COMPLETE,NA,502,24,NA,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,8/16/2017 6:48,Same Day
DEBIT,5,4,136.7899933,284.980011,Late delivery,1,43,Camping & Hiking,San Pablo,EE. UU.,XXXXXXXXX,Tyler,6919,Bradley,XXXXXXXXX,Consumer,CA,7627 Quaking Quail Acres,94806,7,Fan Shop,38.00132752,-122.3190384,LATAM,Itajaí,Brasil,6919,5/12/2015 6:38,8994,957,15,0.050000001,22436,299.980011,0.479999989,1,299.980011,284.980011,136.7899933,South America,Santa Catarina,COMPLETE,NA,957,43,NA,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,5/17/2015 6:38,Standard Class
DEBIT,6,4,33.61999893,81.98999786,Late delivery,1,9,Cardio Equipment,Bronx,EE. UU.,XXXXXXXXX,Christine,12168,Guerra,XXXXXXXXX,Corporate,NY,6889 Merry Autumn Maze,10463,3,Footwear,40.87593079,-73.91262817,USCA,Fresno,Estados Unidos,12168,5/6/2016 15:15,33680,191,18,0.180000007,84059,99.98999786,0.409999996,1,99.98999786,81.98999786,33.61999893,West of USA,California,COMPLETE,93727,191,9,NA,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/12/2016 15:15,Standard Class
DEBIT,6,2,53.20000076,189.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Nancy,6010,Casey,XXXXXXXXX,Consumer,PR,9393 Easy Towers,725,7,Fan Shop,18.21733475,-66.37052918,Europe,Aylesbury,Reino Unido,6010,7/28/2015 0:03,14250,1073,10,0.050000001,35653,199.9900055,0.280000001,1,199.9900055,189.9900055,53.20000076,Northern Europe,Inglaterra,COMPLETE,NA,1073,48,NA,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,8/3/2015 0:03,Second Class
DEBIT,4,2,21.60000038,48,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Timothy,9699,Paul,XXXXXXXXX,Consumer,PR,1674 Amber Loop,725,5,Golf,18.29138184,-66.37050629,Europe,Doetinchem,Países Bajos,9699,10/13/2015 20:26,19583,502,2,0.039999999,48962,50,0.449999988,1,50,48,21.60000038,Western Europe,Güeldres,COMPLETE,NA,502,24,NA,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,10/17/2015 20:26,Second Class
DEBIT,2,4,-218.7700043,128.6900024,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Rose,10217,Smith,XXXXXXXXX,Home Office,PR,9468 Quaking Green,725,4,Apparel,18.29870606,-66.37059021,LATAM,São Paulo,Brasil,10217,2/25/2015 21:49,3831,403,1.299999952,0.01,9528,129.9900055,-1.700000048,1,129.9900055,128.6900024,-218.7700043,South America,São Paulo,COMPLETE,NA,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/27/2015 21:49,Standard Class
DEBIT,5,2,-8.399999619,67.18000031,Late delivery,1,29,Shop By Sport,Hialeah,EE. UU.,XXXXXXXXX,Andrew,11192,Dickson,XXXXXXXXX,Consumer,FL,6764 Tawny Link,33016,5,Golf,25.87724495,-80.33294678,Africa,Antananarivo,Madagascar,11192,10/8/2016 17:18,44304,627,12.80000019,0.159999996,110632,39.99000168,-0.129999995,2,79.98000336,67.18000031,-8.399999619,East Africa,Analamanga,COMPLETE,NA,627,29,NA,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,10/13/2016 17:18,Second Class
DEBIT,5,4,-32.72999954,185.9499969,Late delivery,1,29,Shop By Sport,Los Angeles,EE. UU.,XXXXXXXXX,Barbara,11531,Gordon,XXXXXXXXX,Corporate,CA,5406 Round Bear Parkway,90004,5,Golf,33.99339294,-118.3464127,Pacific Asia,Bagdad,Irak,11531,12/18/2016 0:13,49119,627,14,0.07,122820,39.99000168,-0.180000007,5,199.9499969,185.9499969,-32.72999954,West Asia,Bagdad,COMPLETE,NA,627,29,NA,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/23/2016 0:13,Standard Class
DEBIT,2,1,93.95999908,347.980011,Late delivery,1,45,Fishing,South El Monte,EE. UU.,XXXXXXXXX,Sara,11506,Baxter,XXXXXXXXX,Home Office,CA,1393 Umber Sky Estates,91733,7,Fan Shop,34.04790878,-118.0644455,USCA,San Diego,Estados Unidos,11506,6/27/2016 23:56,37267,1004,52,0.129999995,93028,399.980011,0.270000011,1,399.980011,347.980011,93.95999908,West of USA,California,COMPLETE,92105,1004,45,NA,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,6/29/2016 23:56,First Class
DEBIT,0,0,68.59999847,195.9900055,Shipping on time,0,48,Water Sports,Simi Valley,EE. UU.,XXXXXXXXX,Vincent,7492,Smith,XXXXXXXXX,Consumer,CA,8237 Silent Pioneer Heights,93063,7,Fan Shop,34.26791382,-118.6712112,Pacific Asia,Guangzhou,China,7492,2/3/2016 0:29,27267,1073,4,0.02,68301,199.9900055,0.349999994,1,199.9900055,195.9900055,68.59999847,Eastern Asia,Guangdong,COMPLETE,NA,1073,48,NA,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,2/3/2016 12:29,Same Day
DEBIT,2,4,72.5699997,199.9199982,Advance shipping,0,46,Indoor/Outdoor Games,Saint Paul,EE. UU.,XXXXXXXXX,Mary,2013,Fletcher,XXXXXXXXX,Corporate,MN,4772 Indian Alley,55124,7,Fan Shop,44.72552109,-93.20613098,USCA,San Diego,Estados Unidos,2013,7/25/2016 3:13,39126,1014,49.97999954,0.200000003,97665,49.97999954,0.360000014,5,249.8999939,199.9199982,72.5699997,West of USA,California,COMPLETE,92105,1014,46,NA,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,7/27/2016 3:13,Standard Class
DEBIT,2,4,113.9899979,379.980011,Advance shipping,0,45,Fishing,Chicago,EE. UU.,XXXXXXXXX,Kenneth,11417,Whitney,XXXXXXXXX,Consumer,IL,6697 Thunder Dale Downs,60649,7,Fan Shop,41.75909424,-87.56176758,USCA,Little Rock,Estados Unidos,11417,7/10/2016 21:38,38151,1004,20,0.050000001,95226,399.980011,0.300000012,1,399.980011,379.980011,113.9899979,South of  USA,Arkansas,COMPLETE,72209,1004,45,NA,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,7/12/2016 21:38,Standard Class
DEBIT,4,2,38.99000168,82.97000122,Late delivery,1,46,Indoor/Outdoor Games,Chicago,EE. UU.,XXXXXXXXX,Mary,4941,Smith,XXXXXXXXX,Consumer,IL,9160 Colonial Passage,60640,7,Fan Shop,41.96846008,-87.65660858,Pacific Asia,Kahramanmara?,Turquía,4941,12/31/2016 18:56,50063,1014,16.98999977,0.170000002,125168,49.97999954,0.469999999,2,99.95999908,82.97000122,38.99000168,West Asia,Kahramanmara?,COMPLETE,NA,1014,46,NA,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/4/2017 18:56,Second Class
DEBIT,3,4,44.16999817,167.9600067,Advance shipping,0,29,Shop By Sport,Loveland,EE. UU.,XXXXXXXXX,Andrea,9381,Smith,XXXXXXXXX,Consumer,OH,1358 Middle Dale Field,45140,5,Golf,39.2714386,-84.27872467,Europe,Rome,Italia,9381,8/7/2015 14:45,14977,627,31.98999977,0.159999996,37513,39.99000168,0.25999999,5,199.9499969,167.9600067,44.16999817,Southern Europe,Lacio,COMPLETE,NA,627,29,NA,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,8/10/2015 14:45,Standard Class
DEBIT,3,4,-9.899999619,46.5,Advance shipping,0,24,Women's Apparel,Seattle,EE. UU.,XXXXXXXXX,Patricia,9714,Tate,XXXXXXXXX,Home Office,WA,7909 Golden Highway,98115,5,Golf,47.67869949,-122.3217621,LATAM,Tepic,México,9714,6/9/2017 6:06,60987,502,3.5,0.07,152578,50,-0.209999993,1,50,46.5,-9.899999619,Central America,Nayarit,COMPLETE,NA,502,24,NA,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,6/12/2017 6:06,Standard Class
DEBIT,3,4,102.8899994,283.4500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,11934,Baker,XXXXXXXXX,Corporate,PR,8802 Dusty Drive,725,4,Apparel,18.20582008,-66.37052155,USCA,Medina,Estados Unidos,11934,4/4/2016 23:42,31512,365,16.5,0.059999999,78743,59.99000168,0.360000014,5,299.9500122,283.4500122,102.8899994,East of USA,Ohio,COMPLETE,44256,365,17,NA,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/7/2016 23:42,Standard Class
DEBIT,2,1,26.23999977,209.9199982,Late delivery,1,46,Indoor/Outdoor Games,Azusa,EE. UU.,XXXXXXXXX,Aaron,12075,Carr,XXXXXXXXX,Home Office,CA,8435 Round Drive,91702,7,Fan Shop,34.13360977,-117.9058914,USCA,Columbus,Estados Unidos,12075,7/11/2016 11:39,38191,1014,39.97999954,0.159999996,95336,49.97999954,0.129999995,5,249.8999939,209.9199982,26.23999977,South of  USA,Georgia,COMPLETE,31907,1014,46,NA,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,7/13/2016 11:39,First Class
DEBIT,2,1,-300.6499939,391.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Dennis,8976,Smith,XXXXXXXXX,Consumer,PR,9236 Little Pony Wharf,725,7,Fan Shop,18.28787231,-66.3705368,Pacific Asia,Upper Hutt,Nueva Zelanda,8976,3/29/2016 6:53,31053,1004,8,0.02,77606,399.980011,-0.769999981,1,399.980011,391.980011,-300.6499939,Oceania,Wellington,COMPLETE,NA,1004,45,NA,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,3/31/2016 6:53,First Class
DEBIT,6,4,1.470000029,122.8399963,Late delivery,1,18,Men's Footwear,Orlando,EE. UU.,XXXXXXXXX,Mary,6244,Smith,XXXXXXXXX,Home Office,FL,4543 Cinder Link,32822,4,Apparel,28.51626968,-81.30583191,LATAM,Mexico City,México,6244,5/23/2015 2:15,9735,403,7.150000095,0.059999999,24317,129.9900055,0.01,1,129.9900055,122.8399963,1.470000029,Central America,Distrito Federal,COMPLETE,NA,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,5/29/2015 2:15,Standard Class
DEBIT,4,4,-4.489999771,104.3799973,Shipping on time,0,17,Cleats,Albuquerque,EE. UU.,XXXXXXXXX,Katherine,2710,Brown,XXXXXXXXX,Consumer,NM,2745 Heather Quail Parkway,87111,4,Apparel,35.13623428,-106.5444183,LATAM,Carrefour,Haití,2710,5/4/2015 5:36,8443,365,15.600000380000001,0.129999995,21080,59.99000168,-0.039999999,2,119.9800034,104.3799973,-4.489999771,Caribbean,Ouest,COMPLETE,NA,365,17,NA,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/8/2015 5:36,Standard Class
DEBIT,5,4,-21.12999916,163.7700043,Late delivery,1,17,Cleats,Longmont,EE. UU.,XXXXXXXXX,Roger,11068,Smith,XXXXXXXXX,Consumer,CO,2088 Misty Woods,80501,4,Apparel,40.1901207,-105.1010666,Pacific Asia,Almaty,Kazajistán,11068,11/1/2016 3:37,45909,365,16.200000760000002,0.090000004,114746,59.99000168,-0.129999995,3,179.9700012,163.7700043,-21.12999916,Central Asia,Ciudad de Almatý,COMPLETE,NA,365,17,NA,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/6/2016 3:37,Standard Class
DEBIT,4,4,82.72000122,175.9900055,Shipping on time,0,48,Water Sports,Chandler,EE. UU.,XXXXXXXXX,Janice,7559,Bishop,XXXXXXXXX,Corporate,AZ,8627 Honey Lane,85224,7,Fan Shop,33.30039215,-111.8709564,Europe,Toulouse,Francia,7559,7/2/2015 15:30,12513,1073,24,0.119999997,31313,199.9900055,0.469999999,1,199.9900055,175.9900055,82.72000122,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,NA,1073,48,NA,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,7/6/2015 15:30,Standard Class
DEBIT,2,1,98,199.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Mary,9248,Luna,XXXXXXXXX,Consumer,PR,340 Velvet Barn Gate,725,7,Fan Shop,18.22028542,-66.37062836,Pacific Asia,Shanghái,China,9248,2/25/2016 8:31,28797,1073,0,0,72062,199.9900055,0.49000001,1,199.9900055,199.9900055,98,Eastern Asia,Shanghái,COMPLETE,NA,1073,48,NA,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,2/27/2016 8:31,First Class
DEBIT,2,4,-25.27000046,103.9899979,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,7640,Torres,XXXXXXXXX,Consumer,PR,1799 Cotton View,725,4,Apparel,18.25022888,-66.3706131,Europe,Hamburgo,Alemania,7640,7/5/2017 3:37,62761,403,26,0.200000003,156916,129.9900055,-0.239999995,1,129.9900055,103.9899979,-25.27000046,Western Europe,Hamburgo,COMPLETE,NA,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,7/7/2017 3:37,Standard Class
DEBIT,2,1,16.39999962,163.9900055,Late delivery,1,48,Water Sports,Ann Arbor,EE. UU.,XXXXXXXXX,Judith,12189,Hicks,XXXXXXXXX,Consumer,MI,1666 Sunny View,48103,7,Fan Shop,42.26944733,-83.7731247,LATAM,Barueri,Brasil,12189,4/13/2017 14:04,57105,1073,36,0.180000007,142835,199.9900055,0.100000001,1,199.9900055,163.9900055,16.39999962,South America,São Paulo,COMPLETE,NA,1073,48,NA,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,4/15/2017 14:04,First Class
DEBIT,4,4,72,479.9899902,Shipping on time,0,11,Fitness Accessories,Caguas,Puerto Rico,XXXXXXXXX,Victoria,9515,Smith,XXXXXXXXX,Consumer,PR,870 High View Close,725,3,Footwear,18.25284767,-66.37052918,Europe,Colchester,Reino Unido,9515,9/29/2017 21:22,68703,226,120,0.200000003,171763,599.9899902,0.150000006,1,599.9899902,479.9899902,72,Northern Europe,Inglaterra,COMPLETE,NA,226,11,NA,http://images.acmesports.sports/Bowflex+SelectTech+1090+Dumbbells,Bowflex SelectTech 1090 Dumbbells,599.9899902,0,10/3/2017 21:22,Standard Class
DEBIT,6,2,165.6000061,360,Late delivery,1,33,Golf Shoes,Citrus Heights,EE. UU.,XXXXXXXXX,Deborah,1632,Smith,XXXXXXXXX,Consumer,CA,8550 Tawny Bear Wynd,95610,6,Outdoors,38.67052841,-121.26931,Europe,Mainz,Alemania,1632,6/24/2017 9:46,62025,724,40,0.100000001,155068,100,0.460000008,4,400,360,165.6000061,Western Europe,Renania-Palatinado,COMPLETE,NA,724,33,NA,http://images.acmesports.sports/LIJA+Women%27s+Mid-Length+Panel+Golf+Shorts,LIJA Women's Mid-Length Panel Golf Shorts,100,0,6/30/2017 9:46,Second Class
DEBIT,2,1,-243.5899963,347.980011,Late delivery,1,45,Fishing,Livermore,EE. UU.,XXXXXXXXX,Catherine,2605,Smith,XXXXXXXXX,Consumer,CA,4958 Shady Zephyr Gardens,94550,7,Fan Shop,37.7397995,-121.7699966,LATAM,Maracaibo,Venezuela,2605,1/23/2017 21:11,51645,1004,52,0.129999995,129048,399.980011,-0.699999988,1,399.980011,347.980011,-243.5899963,South America,Zulia,COMPLETE,NA,1004,45,NA,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/25/2017 21:11,First Class
DEBIT,5,4,6.75,77.58000183,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,3052,Morales,XXXXXXXXX,Home Office,PR,690 Amber Moor,725,5,Golf,18.20827293,-66.37052155,Pacific Asia,Meerut,India,3052,1/14/2016 8:13,25919,627,2.4000000950000002,0.029999999,64882,39.99000168,0.090000004,2,79.98000336,77.58000183,6.75,South Asia,Uttar Pradesh,COMPLETE,NA,627,29,NA,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/19/2016 8:13,Standard Class
DEBIT,2,4,-37.61000061,47.00999832,Advance shipping,0,41,Trade-In,Diamond Bar,EE. UU.,XXXXXXXXX,Mary,8640,Williams,XXXXXXXXX,Corporate,CA,5709 Quaking Bank,91765,6,Outdoors,34.03541946,-117.8064346,Africa,Cairo,Egipto,8640,9/13/2016 15:25,42586,926,0.959999979,0.02,106300,15.98999977,-0.800000012,3,47.97000122,47.00999832,-37.61000061,North Africa,El Cairo,COMPLETE,NA,926,41,NA,http://images.acmesports.sports/Glove+It+Imperial+Golf+Towel,Glove It Imperial Golf Towel,15.98999977,0,9/15/2016 15:25,Standard Class
